open-normalise	pds-bl-merge-gate-key-unimplemented
open-normalise	pds-bl-metric-orphan-schema-row
open-normalise	pds-bl-nonint-comparison-fallthrough
open-normalise	pds-bl-owner-walk-reaches-the-mint
open-normalise	pds-bl-park-note-evaporates
open-normalise	pds-bl-peak-budget-enforcement
open-normalise	pds-bl-peak-lock-sequencing
open-normalise	pds-bl-personal-local-doc-staleness
open-normalise	pds-bl-pid-live-identity-blind
open-normalise	pds-bl-pin-webhook-deliveries-inner-join
open-normalise	pds-bl-plugin-cli-command-writes-fails-open
open-normalise	pds-bl-plugin-doc-state-classification
open-normalise	pds-bl-private-orphan-roster-probe
open-normalise	pds-bl-provision-schemas-pulled-warning
open-normalise	pds-bl-repull-into-populated-target-500
open-normalise	pds-bl-rss-ambient-caveat
open-normalise	pds-bl-rung6-percolumn-invisible-on-green
open-normalise	pds-bl-sampler-window-default-retired-engine
open-normalise	pds-bl-scratch-pointer-concurrency
open-normalise	pds-bl-scratch-pointer-explicit-default
open-normalise	pds-bl-scripts-md-budgets-unenforced
open-normalise	pds-bl-secret-scan-invisible-tables
open-normalise	pds-bl-site-create-ambient-dataset
open-normalise	pds-bl-sobelow-baseline-line-shift-reconcile
open-normalise	pds-bl-sobelow-baseline-line-shift-tenancy
open-normalise	pds-bl-spill-dir-path-drift
open-normalise	pds-bl-stamp-silent-noop
open-normalise	pds-bl-stamp-trailing-newline-deadend
open-normalise	pds-bl-step1-grain-no-control
open-normalise	pds-bl-step3-control-leg-grammar-guard
open-normalise	pds-bl-step6-tag-exclusion-stale-comment
open-normalise	pds-bl-streaming-workspace-export
open-normalise	pds-bl-task-events-carry-no-worker
open-normalise	pds-bl-tickets-local-otp28-divergence
open-normalise	pds-bl-token-deny-control-ammo
open-normalise	pds-bl-w13-cond-d-no-reservation
open-normalise	pds-bl-w14-round2-standdown-risk
open-normalise	pds-bl-w14-standdown-token-ruling
open-normalise	pds-bl-w16-arm-never-records-its-own-floor
open-normalise	pds-bl-w16-failed-refetch-destroys-parked-bundle
open-normalise	pds-bl-w16-full-meta-permissive-default
open-normalise	pds-bl-w16-launcher-one-shot-burns-the-window
open-normalise	pds-bl-w16-prewarm-warms-the-wrong-build-tree
open-normalise	pds-bl-w16-sampler-loses-its-own-evidence
open-normalise	pds-bl-whole-workspace-shared-slug-stamp
open-normalise	pds-crown-stamp-readback-evidence-diff
open-normalise	pds-w10-correlation-truncation-correction
open-normalise	pds-w11-d193-leg-tension
open-normalise	pds-w11-janitor-engine-handshake
open-normalise	pds-w11-router-export-comment-drift
open-normalise	pds-w11-storage-honest-envelope
open-normalise	pds-w13-uphint-cold-prod-aware
open-normalise	pds-w22-deploy-readback
open-normalise	pds-w23-triage-round
open-normalise	pds-w3-shares-fidelity
open-normalise	pds-w5-citation-grep-honesty
open-normalise	pds-w9-stale-2231-in-papers
open-normalise	task-015fb9866bc2cc59
open-normalise	task-5c4f2673778d5ff0
open-normalise	task-fff1116564723b60
parked	pds-bl-bp-search-false-negative
parked	pds-bl-documents-chunk-near-peer
parked	pds-bl-export-latency-instrument
parked	pds-bl-full-export-store-host-scoping
parked	pds-bl-guerrilla-stale-build-prod-trap
parked	pds-bl-legb-visibility-false-red
parked	pds-bl-publish-wall-tag-count-hint
parked	pds-bl-source-box-too-small-for-full-export
parked	pds-bl-step5-faildemo-passline-selfdescription
parked	pds-bl-tag-schema-frozen-in-stamped-slot
parked	pds-bl-w13-export-duration-unmeasured
parked	pds-bl-w13-spill-dir-full-export-unobserved
parked	pds-bl-w13-stale-worktree-prune
parked	pds-bl-w13-window-episode-n1
parked	pds-sheets-linearity-deterministic-guard
parked	pds-w10-climb-in-the-post-deploy-window
parked	pds-w10-fence-provenance-unknown
parked	pds-w11-paired-control-measure
parked	pds-w12-measure
parked	pds-w12-stamp-trailing-newline-gap
parked	pds-w16-prewarm-cc-dev-leg
parked	pds-w20-crown-collect-and-seal
parked	pds-w20-crown-fire
parked	pds-w8-schema-column-count-gap
parked	task-328621eadb772c81
parked	task-8db002bc83e78718
parked	task-e7bd4b127aaee4fc
terminal-with-disposition	pds-barkpark-stop-4000-fallback
terminal-with-disposition	pds-bl-bounded-import-unpack
terminal-with-disposition	pds-bl-export-controller-matcherror-on-disconnect
terminal-with-disposition	pds-bl-start-server-trusts-the-pidfile
terminal-with-disposition	pds-bl-surface-durable-reason
terminal-with-disposition	pds-bl-task-create-dedup-scan-lies
terminal-with-disposition	pds-w22-close-holder-criteria-honesty
terminal-with-disposition	pds-w22-deploy-stamp-and-harness
terminal-with-disposition	pds-w22-manifest-and-counts-honesty
terminal-with-disposition	pds-w22-receipt-and-sidecar-honesty
terminal-with-disposition	pds-w22-status-commit-read-path
terminal-with-disposition	pds-w22-triage-harness-and-crown-family
terminal-with-disposition	pds-w22-triage-remaining-rows
terminal-with-disposition	pds-w24-census-instrument
terminal-with-disposition	pds-w24-hollowness-unwritable
